text,type
recipe,"Preheat oven to 350 degrees F (175 degrees C) lightly grease and flour a 9x13 inch pan. Sift together flour, salt, cinnamon and baking powder. Set aside. In a large bowl, beat eggs and sugar for 15 minutes on high speed with an electric mixer. Add oil and blend in. Add four mixture and mix well. Add vanilla. Fold in apples and nuts. Pour batter into 9x13 inch pan. In a small bowl, mix 4 teaspoons sugar with 1 teaspoon cinnamon. Sprinkle over cake. Bake at 350 degrees F (175 degrees C) for 50 to 60 minutes or until a toothpick inserted into center of cake comes out clean. "
recipe,"Mix flour, brown sugar, 1/2 cup of white sugar, 1/2 teaspoon cinnamon, nutmeg, and salt together in a bowl. Combine butter with the flour mixture using fingers or a fork until coarse crumbs form. Stir in walnuts and set aside. Whisk together 1/3 cup sugar, cornstarch, ginger, and 1/2 teaspoon cinnamon. Place the apples in a slow cooker, stir in the cornstarch mixture; toss with lemon juice. Sprinkle the walnut crumb topping on top. Cover and cook on High for 2 hours or Low for 4 hours, until apples are tender. Partially uncover the slow cooker to allow the topping to harden, about 1 hour. "
recipe,"In a medium mixing bowl, combine pudding mix, milk, and orange juice concentrate. Beat with an electric mixer on medium speed for 2 minutes. Mix in sour cream. In a large salad bowl, combine fruits. Gently mix in orange dressing. Cover, and refrigerate for 2 hours. "
recipe,"Preheat oven to 375 degrees F (190 degrees C). Place apples in an 8x8 inch baking dish. Toss apples with syrup. In a separate bowl, mix together flour, oats, sugar, and salt. Cut in butter until mixture is crumbly. Sprinkle mixture evenly over apples. Bake in the preheated oven for 35 minutes, until topping is golden brown. Serve warm or at room temperature. "
recipe,"Preheat oven to 350 degrees F (175 degrees C). Toss apples with white sugar and 1/2 teaspoon cinnamon in a medium bowl to coat; pour into a 9-inch square baking dish. Mix brown sugar, oats, flour, and 1 teaspoon cinnamon in a separate bowl. Use a pastry cutter or 2 forks to mash cold butter into the oats mixture until the mixture resembles coarse crumbs; spread over the apples to the edges of the baking dish. Pat the topping gently until even. Bake in preheated oven until golden brown and sides are bubbling, about 40 minutes. "
recipe,"Preheat oven to 350 degrees F (175 degrees C). Place apples in a 9x13 inch baking dish. In a bowl, mix melted butter, flour, sugar, oats, and 1 tablespoon cinnamon to form a crumbly mixture. Sprinkle over apples. Dot with remaining 1/4 cup butter, and sprinkle with remaining 1 tablespoon cinnamon. Bake 50 minutes in the preheated oven, until lightly browned and apples are tender. "
recipe,"Preheat oven to 400 degrees F (200 degrees C). Butter a 9x13 inch pan. On a lightly floured surface, roll pastry into a large rectangle, about 24 by 16 inches. Cut into 6 square pieces. Place an apple on each pastry square with the cored opening facing upward. Cut butter into 8 pieces. Place 1 piece of butter in the opening of each apple; reserve remaining butter for sauce. Divide brown sugar between apples, poking some inside each cored opening and the rest around the base of each apple. Sprinkle cinnamon and nutmeg over the apples. With slightly wet fingertips, bring one corner of pastry square up to the top of the apple, then bring the opposite corner to the top and press together. Bring up the two remaining corners, and seal. Slightly pinch the dough at the sides to completely seal in the apple. Repeat with the remaining apples. Place in prepared baking dish. In a saucepan, combine water, white sugar, vanilla extract and reserved butter. Place over medium heat, and bring to a boil in a large saucepan. Boil for 5 minutes, or until sugar is dissolved. Carefully pour over dumplings. Bake in preheated oven for 50 to 60 minutes. Place each apple dumpling in a dessert bowl, and spoon some sauce over the top. "
recipe,"Beat shortening and brown sugar together until light and fluffy. Beat in egg and blend thoroughly. Stir together flour, baking soda, salt, cinnamon, cloves and nutmeg. Stir half the dry ingredients into creamed mixture. Stir in nuts, apple and raisins, then stir in remaining half of dry ingredients and milk. Mix well. Drop from tablespoon 1 1/2 inches apart onto lightly greased baking sheet. Bake in a preheated 400 degree oven for 10-12 minutes. Remove cookies to racks and while still warm, spread with glaze. To make Glaze: Combine powdered sugar, butter, vanilla and enough cream to make glaze of spreading consistency. Beat until smooth. Spread on warm cookies. "
recipe,"Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13-inch pan. In a large bowl, sift together flour, sugar, salt, and baking soda. Make a well in the center and add oil, eggs, and vanilla. Mix well (batter will be thick). Fold in chopped apples and nuts. Spread batter into prepared pan. Bake in preheated oven until a toothpick inserted into cake comes out clean, 40 to 50 minutes. Glaze while still hot. To make the glaze: In a saucepan, combine brown sugar, milk, and butter. Bring to a boil and continue cooking for 2 1/2 minutes, stirring constantly. Pour over cake while still hot. "
recipe,"Preheat oven to 350 degrees F (175 degrees C). In a medium bowl, combine flour, oats, brown sugar, cinnamon and melted butter. Stir until crumbly. Press half the oat mixture into a 9x13 inch baking dish. Cover with sliced apples. In a medium saucepan, combine white sugar, cornstarch, water and vanilla. Cook, stirring, until thick and clear, 10 minutes. Pour over apples. Cover apples with remaining crumble mixture. Bake in preheated oven 45 minutes, until bubbly and golden. "
recipe,"Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10 inch Bundt or tube pan. In a medium bowl, combine the diced apples, 1 tablespoon white sugar and 1 teaspoon cinnamon; set aside. Sift together the flour, baking powder and salt; set aside. In a large bowl, combine 2 cups white sugar, oil, orange juice, vanilla and eggs. Beat at high speed until smooth. Stir in flour mixture. Fold in chopped walnuts. Pour 1/3 of the batter into prepared pan. Sprinkle with 1/2 of the apple mixture. Alternate layers of batter and filling, ending with batter. Bake in preheated oven for 55 to 60 minutes, or until the top springs back when lightly touched. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely. Sprinkle with confectioners' sugar. "
recipe,"Preheat oven to 325 degrees F (165 degrees C). Generously grease a 2-quart baking dish. Arrange apple slices in an even layer in the baking dish. In a small bowl, mix together 1/2 cup sugar, cinnamon, and 1/2 cup pecans. Sprinkle mixture over apples. In a medium bowl, mix together flour, 1 cup sugar, baking powder, and salt. In a separate bowl whisk together egg, evaporated milk, and melted butter. Pour milk mixture into flour mixture all at once, and stir until smooth. Pour mixture over apples, and sprinkle top with 1/4 cup pecans. Bake in the preheated oven for 55 minutes. "
recipe,"Preheat oven to 375 degrees F (190 degrees C). In a medium bowl, cream butter and sugar together until smooth. Stir in the eggs and vanilla. Sift together the flour, baking soda, cloves and cinnamon, stir into the creamed mixture. Then add the mashed bananas, rolled oats and chocolate chips, mix until well blended. Drop dough by rounded spoonfuls onto unprepared cookie sheets. Bake for 10 to 12 minutes in the preheated oven. Remove cookies from pan to cool on wire racks. "
recipe,"In a medium bowl, combine pudding mix and milk and stir until mix is dissolved. Refrigerate 15 minutes, until partially set. Stir condensed milk into pudding mixture until smooth. Fold in sour cream and whipped topping. Fold in bananas. Make a single layer of vanilla wafers in the bottom of a 9x13 inch dish. Spread pudding evenly over wafers. Crush remaining wafers and sprinkle on top. Refrigerate until serving. "
recipe,"Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 inch baking pan. In a large bowl, cream together the shortening and sugar until smooth. Stir in the milk and 1 teaspoon vanilla. Combine the flour, baking soda and 1/2 teaspoon salt; stir into the sugar mixture. Mix in 1 banana, 1 teaspoon lemon juice and walnuts. Spread evenly into the prepared pan. Bake for 25 to 30 minutes in the preheated oven, until a toothpick inserted into the center comes out clean. Let bars cool in the pan on a wire rack. To make the frosting: In a medium bowl, mix together the melted butter, 1 teaspoon vanilla, confectioners' sugar, 1/2 banana, 1/2 teaspoon of salt and 1/4 teaspoon lemon juice using an electric mixer. Beat until smooth. Spread over cooled bars and then cut into squares. "
recipe,"Preheat the grill for high heat. Spray 4 sheets of aluminum foil, large enough to wrap bananas, with cooking spray. Slice the peel of the banana from stem to bottom, while slicing the banana inside lengthwise. The bananas can be cut into slices instead if you like, (while still in the peel) for easier handling later. Carefully open the banana just wide enough to place the chocolate chips and marshmallows inside the peel with the banana. Stuff with as much of the chocolate chips and marshmallows as desired. Wrap the bananas with the aluminum foil and place on the grill or directly in the coals of a fire. Leave in long enough to melt the chips and the marshmallows, about 5 minutes. Unwrap bananas, open the peels wide, and eat with a spoon. "
recipe,"Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10x15 inch jelly roll pan. In a large bowl, cream butter, white sugar and brown sugar until fluffy. Beat in egg and vanilla. Fold in mashed banana. In a separate bowl, mix flour, baking powder and salt. Fold flour mixture into butter mixture. Stir in chocolate chips. Spread in prepared pan. Bake in preheated oven 20 minutes, until set. Cool before cutting into squares. "
recipe,"Slice strawberries and sprinkle them with sugar. Cut the bananas into slices and toss with orange juice. Combine pudding mix with milk and mix until smooth. Cut the cake into 1 inch cubes. Use half of the cake cubes to line the bottom of a large glass bowl. Layer half of the strawberries followed by half of the blueberries, and then half of the bananas. Spread half of the pudding over the fruit. Repeat layers in the same order. In a medium bowl, whip the cream to stiff peaks and spread over top of trifle. Garnish with maraschino cherries and slivered almonds. "
recipe,"Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x9 inch pan. In a large bowl, cream butter and sugar until light. Add eggs and beat well. Dissolve soda in the sour cream and add it to the butter mixture. Beat well. Add the mashed bananas and mix in. Add cake flour and mix well. Stir in vanilla extract. Pour batter into a 9x9 inch pan and bake at 350 degrees F (175 degrees C) for 45 minutes or until done. "
recipe,"Mix graham cracker crumbs, sugar, melted butter or margarine, and ginger until well blended . Press mixture into a 9 inch pie plate. Cool in refrigerator. In a sauce pan, boil an unopened can of sweetened condensed milk for 3 hours. Monitor the water closely, to make sure there is always water in the pan. Remove can from heat and let cool for 10 to 15 minutes. Open can and pour toffee into pie crust. Allow to cool. Slice bananas over toffee. Whip 2 cups of cream and spoon it on top of bananas. Refrigerate before serving. "
recipe,"Stir together flour, 1 1/3 cups oats, salt, and baking soda. In a large bowl, cream 1/2 cup butter or margarine with 2/3 cup brown sugar. Beat in the eggs, then the bananas and vanilla. Beat the flour mixture into the banana mixture. Turn the batter into a greased and floured 8 inch square pan. Mix 3/4 cup oats, 1/3 cup brown sugar, melted butter or margarine, walnuts, and cinnamon together until crumbly. Sprinkle evenly over the top of the batter. Bake in preheated oven at 350 degrees F (175 degrees C) for 40 to 45 minutes, or until it tests done. Transfer to a rack to cool. "
recipe,"Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets. In a large bowl, cream together shortening and brown sugar. Beat in egg and mashed banana, then stir in vanilla. Combine flour, baking soda, salt, cinnamon, and cloves; stir into the banana mixture. Mix in rolled oats and walnuts. Drop by rounded spoonfuls onto prepared cookie sheets. Leave room for spreading. Bake for 8 to 10 minutes in preheated oven. Allow cookies to cool on cookie sheets for 5 minutes before transferring to a wire rack to cool completely. "
recipe,"In large bowl, combine sweetened condensed milk and water. Add pudding mix; beat until well blended. Chill 5 minutes. Fold in whipped cream. Spoon 1 cup pudding mixture into 2 1/2-quart glass serving bowl. Top with one-third each of the vanilla wafers, bananas and remaining pudding. Repeat layering twice, ending with pudding mixture. Chill thoroughly. Garnish as desired. Store leftovers covered in refrigerator. "
recipe,"Preheat oven to 350 degrees F (175 degrees C). Lightly grease baking sheets. In a medium bowl, cream together shortening and white sugar until smooth. Beat in eggs, vanilla extract, and banana. Combine flour, baking soda, and salt; blend thoroughly into the shortening mixture to make a sticky batter. Drop by rounded tablespoons onto the prepared baking sheets. Bake 10 to 15 minutes in the preheated oven, or until lightly browned. In a medium bowl, blend butter, confectioners' sugar, milk and vanilla extract. Adjust amount of milk as necessary to attain a drizzling consistency. Drizzle over warm cookies. "
recipe,"In medium saucepan combine sugar, flour, and salt. Add eggs and stir well. Stir in milk, and cook over low heat, stirring constantly. When mixture begins to thicken, remove from heat and continue to stir, cooling slightly. Stir in vanilla and butter until smooth. Layer pudding with bananas and vanilla wafers in a serving dish. Chill at least one hour in refrigerator before serving. "
recipe,"Preheat oven to 350 degrees F (175 degrees C). Spray a 10 inch Bundt pan with non-stick cooking spray. In a large bowl, cream together the butter and sugar until light and fluffy. Beat in the eggs one at a time. Beat in the sliced bananas, sour cream and baking soda. Beat in the flour. Pour batter into prepared pan. Bake in the preheated oven for 60 minutes, or until a toothpick inserted into the center of the cake comes out clean. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely. "
recipe,"Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 5x9-inch loaf pan. Mash bananas and add flour, sugar, butter, vanilla, baking powder, baking soda and egg. Mix well. Pour into loaf pan. Bake in preheated oven until toothpick inserted into center of cake comes out clean, 50 to 60 minutes. "
recipe,"Preheat oven to 350 degrees F (175 degrees C). Grease a 9x5 inch loaf pan. In a large mixing bowl, mix eggs, milk, sugar, and vanilla until smooth. Stir in bread, bananas, and chocolate chips, and let rest 5 minutes for bread to soak. Pour into prepared pan. Line a roasting pan with a damp kitchen towel. Place loaf pan on towel inside roasting pan, and place roasting pan on oven rack. Fill roasting pan with water to reach halfway up the sides of the loaf pan. Bake in preheated oven for 1 hour, or until a knife inserted in the center comes out clean. "
recipe,"Preheat oven to 350 degrees F (175 degrees C). Line the bottom and sides of a 9-inch pie plate with a layer of alternating vanilla wafer crumbs and banana slices. To Make Pudding: In a medium saucepan, combine 1 1/2 cups sugar with flour. Mix well, then stir in half the milk. Beat egg yolks and whisk into sugar mixture. Add remaining milk and butter or margarine. Place mixture over low heat and cook until thickened, stirring frequently. Remove from heat and stir in vanilla extract. Pour half of pudding over vanilla wafer and banana layer while still hot. Make another layer of alternating vanilla wafers and banana slices on top of pudding layer. Pour remaining pudding over second wafer and banana layer. To Make Meringue: In a large glass or metal bowl, beat egg whites until foamy. Gradually add 1/4 cup sugar, continuing to beat until whites are stiff. Spread meringue into pie pan, making sure to completely cover pudding layer. Bake in preheated oven for 15 minutes, just until meringue is browned. Chill before serving. "
recipe,"Preheat an oven to 350 degrees F (175 degrees C). Grease a 9x13 inch baking pan. Beat the butter and sugar with an electric mixer in a large bowl until light and fluffy. Add the egg and the vanilla and beat until well combined. Stir in the mashed banana, set aside. Stir together the flour, baking soda, baking powder, and salt in a separate large bowl, and make a well in the center. Pour the banana mixture into the well and stir just until combined. Remove half of the batter from the bowl. Mix the cocoa powder into the batter remaining in the bowl and stir well. Spread the cocoa batter in the bottom of the prepared pan. Spoon the remaining batter on top and use a knife to swirl the batter into a marbled design. Bake in the preheated oven until the edges are golden, about 25 minutes. Allow to cool before cutting into 24 pieces. "
recipe,"In a medium bowl, stir together condensed milk and water. Beat in pudding mix until smooth. Chill in refrigerator 5 minutes. In a separate bowl, whip cream until stiff peaks form. Fold whipped cream into chilled pudding mixture. Dip sliced bananas in lemon juice. Shake off excess. In a 2 1/2 quart serving bowl, spoon 1 cup pudding mixture. Top with one-third each of the wafers, bananas and remaining pudding. Repeat layers twice. Chill until serving. "
recipe,"Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch pan. Put 1 tablespoon lemon juice in a measuring cup with 2/3 cup milk. Set aside. Mash bananas with a fork, adding the remaining 1 tablespoon lemon juice to them as you mash. Set aside. In a large bowl, combine cake mix and baking soda. Stir to combine. Add bananas, softened butter, milk mixture, eggs and vanilla. Beat at low speed until moistened (about 30 seconds). Beat at medium speed for 4 minutes. Pour into prepared pan. Bake in the preheated oven for 30 to 35 minutes, or until center of cake springs back when lightly tapped. A toothpick stuck in the center may leave a slight crumb. Allow to cool on a wire rack. "
recipe,"Preheat oven to 275 degrees F (135 degrees C). Make the crust: In a food processor, blend together the graham cracker crumbs, almonds and sugar until the almonds are ground fine. Pour in the melted butter and caramel while processing, until mixture is combined. Press the mixture onto the bottom, and half way up the side of a 10 inch springform pan. Make the filling: In a metal bowl over a pan of barely simmering water, melt the white chocolate, stirring until smooth. Remove from heat and set aside. In a large bowl, beat the cream cheese and 3/4 cup sugar until smooth. Beat in the eggs and the egg yolks, one at a time. Beat in the flour and the vanilla and blend in the melted white chocolate slowly, beating until the filling is well combined. Pour filling into crust. Bake in the middle of preheated oven for 1 hour. Then turn off the heat, and crack the oven door an inch, letting the cheesecake cool in the oven to room temperature. Cover loosely and refrigerate overnight before removing from pan. Make the topping: In a saucepan, combine 1/2 cup sugar and cornstarch. Stir in water and blueberries. Bring to a boil, then simmer for 10 minutes, stirring occasionally. Press through a fine sieve. Stir in lemon juice, allow to cool, and store in a glass jar. "
recipe,"Preheat oven to 350 degrees F (175 degrees C). Grease a 9 inch square baking dish. To make the crust: Cream shortening, sugar, one egg, milk and almond extract in a large bowl. Mix in flour and baking powder, stirring constantly. Spread crust evenly in baking pan. Top with blueberries. To make the topping: In a medium bowl, beat two eggs, and cream cheese until smooth. Stir in powdered sugar and almond extract. Spread over blueberries. Bake 55 to 60 minutes, or until firm to the touch. Cool in pan before cutting. "
recipe,"Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 10 inch Bundt pan. In a large bowl, cream together the butter and sugar until light and fluffy. Beat in the eggs one at a time, then stir in the lemon extract. Combine the flour, baking powder, and lemon zest; stir into the batter alternating with the milk. I like to use a spatula and stir by hand, mixing just until blended so the batter is not over mixed. Be sure to scrape the bottom and sides of the bowl often. Fold in the blueberries. Spoon the batter into the prepared pan. Bake for 1 hour in the preheated oven, or until a toothpick inserted into the center comes out clean. Let cool in the pan for at least 10 minutes, then invert onto a wire rack to cool completely. "
recipe,"Preheat the oven to 350 degrees F (175 degrees C). Grease a 9 inch square baking dish. In a large bowl, stir together the flour, 3/4 cup of sugar, and baking powder. Add the milk, shortening, 1 egg, and lemon extract, and use an electric mixer to mix on low speed for 1 minute, then on medium speed for 1 minute. Pour the batter into the prepared pan, and spread evenly. Sprinkle blueberries over the batter. In a medium bowl, stir together 2 beaten eggs, ricotta cheese, 1/3 cup of sugar, and vanilla extract. Spoon this mixture over the blueberries, and spread evenly. Bake for 55 to 60 minutes in the preheated oven, until a knife inserted near the center comes out clean. Cool completely before cutting into squares and serving. "
recipe,"Preheat the oven to 375 degrees F (190 degrees C). Grease a 9 inch springform pan. In a medium bowl, stir together the flour, 1/2 cup of sugar, and baking powder. Mix in the butter by pinching between your fingers or using a pastry blender until the mixture resembles coarse crumbs. Stir in the egg and 1 teaspoon of vanilla. Pat lightly into the bottom of the prepared pan. Pour blueberries over the top. In another medium bowl, whisk together the sour cream, 1/2 cup of sugar, egg yolks and 1 teaspoon of vanilla until smooth. Pour over the blueberries. Bake for 60 to 70 minutes in the preheated oven, until the top is lightly browned. Cool, then run a knife around the edge of the pan. Remove the outer ring of the pan, and cut into wedges to serve. "
recipe,"Preheat oven to 425 degrees F (220 degrees C). Generously butter a 2 1/2-quart baking dish. Pour blueberries into prepared baking dish. Blend milk, sugar, flour, eggs, vanilla extract, and salt in a blender until batter is smooth. Pour batter over blueberries and gently shake to remove any air bubbles. Bake in the preheated oven until puffed and center is set, 25 to 30 minutes. Cool until clafoutis deflates and is just warm. "
recipe,"Preheat the oven to 425 degrees F (220 degrees C). Press one of the pie crusts into a 9 inch pie plate. In a large bowl, stir together 1/2 cup of sugar, cornstarch and cinnamon. Stir in the cherry pie filling and blueberries. Spoon into the pie crust. Top with the second crust, and press the edges to seal. Flute edges, or press with the tines of a fork. In a cup, whisk together the egg white and water with a fork. Brush over the top of the pie, then sprinkle with 2 teaspoons of sugar. Bake for 45 to 55 minutes in the preheated oven, or until crust is golden brown. Cover the edges of the crust with aluminum foil if they appear to be getting too dark. Cool for at least 2 hours to allow the filling to set before serving. "
recipe,"Preheat oven to 375 degrees F (190 degrees C). Grease and flour a 9 inch pan. Sift together the flour, baking powder and salt. Set aside. In a large bowl, whisk together the oil, sugar and egg. Stir in the flour mixture alternately with the milk, mixing just until incorporated. Fold in the blueberries. Pour batter into prepared pan. Cover with streusel topping. For the topping: In a bowl, combine 1/3 cup flour, cinnamon and 1/2 cup sugar. Cut in the butter until mixture resembles coarse crumbs. Bake in the preheated oven for 45 minutes, or until a toothpick inserted into the center of the cake comes out clean. Allow to cool. "
recipe,"Preheat the oven to 350 degrees F (175 degrees C). Place the blueberries into an 8x8 inch square baking dish. In a medium bowl, cream together the margarine and 3/4 cup sugar until smooth. Stir the flour into the creamed mixture alternately with the milk. Spoon batter over blueberries. Mix together the remaining 3/4 cup sugar with the cornstarch and nutmeg. Sprinkle over the top. Pour boiling water over the whole thing. Bake for 1 hour in the preheated oven. Cool for at least 10 minutes to set. Serve with whipped topping or vanilla ice cream. "
recipe,"In a large mixing bowl, cream the shortening, sugar, egg, milk, almond extract and lemon zest. Mix well after the addition of each ingredient. Combine the flour, baking powder and salt; blend into the sugar mixture. Fold in the blueberries. Cover and chill for 4 hours. Preheat oven to 375 degrees F. Drop dough by teaspoonfuls onto ungreased cookie sheets, about 1 1/2 inches apart. Bake 12 to 15 minutes in the preheated oven. Let the cookies cool on the baking sheets for a few minutes before transferring to wire racks to cool completely. "
recipe,"Combine crumbs, 2 tablespoons sugar and butter. Pat mixture into the bottom of a 9 inch springform pan. Mash cream cheese until soft and creamy. Gradually beat in sour cream, 3/4 cup sugar, vanilla and flour. Beat in eggs one at a time. Pour mixture into crumb-lined pan. Bake in a preheated 325 degree F (165 degrees C) oven for 1 hour or until firm to the touch. Cool and then remove cake from pan by loosening edges with a knife. Place frozen blueberries on top of cake. Melt jelly and spoon over blueberries to glaze. Chill until ready to serve. "
recipe,"Mix sugar, flour, and cinnamon in large bowl. Add fruit. Add lemon juice, and stir well. Pour into a 9 inch unbaked pie shell. Dot with the butter or margarine. Cover with top crust and flute edges. Cut small slits in the top. Bake at 375 degrees F (190 degrees C) for 1 hour. I put a baking sheet under mine to catch any liquid that might bubble over. "
recipe,"In a saucepan, combine sugar, cornstarch and salt. Stir in water and 1 cup of blueberries. Cook and stir over medium heat, until thick, approximately 8 to 10 minutes. Add butter and let cool about 5 minutes. Stir in remaining blueberries. Pour into baked pie shell and cool in the refrigerator for 2 to 4 hours. "
recipe,"Preheat oven to 375 degrees F (190 degrees C). Place butter cubes in the freezer for 15 minutes. Whisk together flour, sugar, salt, and baking powder in a large bowl. Sprinkle in Chinese five-spice powder. Cut in frozen butter using a pastry cutter until the butter pieces are about the size of peas. Mix in egg yolk and continue cutting in until thoroughly combined. Drizzle in ice water and stir to combine. The dough should just come together when pinched between your fingers. Pour about 3/4 of the crumb mixture into an ungreased 9x9-inch baking dish. Press the mixture down firmly using the back of a spoon. Spread blueberries in one layer and sprinkle with remaining crumbly dough. Bake in the preheated oven until the top is golden and sides are crisp and browned, 30 to 35 minutes. Cool completely before serving. "
recipe,"Preheat oven to 325 degrees F. In bowl, combine blueberries, sweetened condensed milk and lemon peel. In large bowl, cut 3/4 cup butter into 1 1/2 cups biscuit mix until crumbly; stir in blueberry mixture. Spread in greased 9-inch square baking pan. In small bowl, combine remaining 1/2 cup biscuit mix and brown sugar; cut in remaining 2 tablespoons butter until crumbly. Add nuts. Sprinkle over cobbler. Bake 65 to 70 minutes. Serve warm with vanilla ice cream and Blueberry Sauce. Store leftovers covered in refrigerator. Blueberry Sauce: In saucepan, combine sugar, cornstarch, cinnamon, and nutmeg. Gradually add water. Cook and stir until thickened. Stir in blueberries; cook and stir until hot. "
recipe,"Pour one pint of the blueberries into the baked pie shell. Combine flour, butter, lemon juice and sugar. Mix thoroughly. Add the remaining pint of blueberries and bring just to a boil over medium heat. Berries should begin to pop open. Pour cooked berries over fresh berries. Chill pie and serve with whipped cream. "
recipe,"Preheat oven to 350 degrees F (175 degrees C). Place butter in an 8-inch square baking dish. Melt butter in the preheating oven, about 5 minutes. Remove from oven. Mix flour, sugar, and milk in a bowl until combined; pour batter over melted butter. Scatter blueberries over batter. Bake in preheated oven until a toothpick inserted into the center comes out clean, about 1 hour. "
recipe,"Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 9x13 inch baking pan. In a large bowl, stir together the melted butter, milk, eggs, vanilla and 1 1/2 cups sugar substitute. Combine 3 cups of flour and baking powder; stir into the wet ingredients until just blended. Fold in the blueberries. Spread evenly in the prepared pan. In a small bowl, stir together the brown sugar substitute, 3/4 cup of flour, and cinnamon. Stir in the softened butter with a fork until the mixture is crumbly. Sprinkle over the top of the cake. Bake for 35 to 40 minutes in the preheated oven, until a toothpick inserted into the center of the cake comes out clean. This cake is best served warm. "
